Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Price Date,Modal Price (Rs./kg),Min Price ,Max price
6109,Pune,Pune,Guava,Other,Local,1500,3500,8-Sep-24,25,15,35
6110,Pune,Pune,Guava,Other,Local,1000,3000,13-Dec-24,20,10,30
6111,Pune,Pune,Guava,Other,Local,1500,4000,10-Mar-25,27,15,40
6112,Pune,Pune,Guava,Other,Local,1000,2000,19-Nov-24,15,10,20
6113,Pune,Pune,Guava,Other,Local,1500,3000,13-Feb-25,22,15,30
6114,Pune,Pune,Guava,Other,Local,1500,4000,25-Feb-25,27,15,40
6115,Pune,Pune,Guava,Other,Local,2000,5000,6-Mar-25,35,20,50
6116,Pune,Pune,Guava,Other,Local,2000,5000,29-Jun-25,35,20,50
6117,Pune,Pune,Guava,Other,Local,1000,4000,24-Jan-25,25,10,40
6118,Pune,Pune,Guava,Other,Local,1500,4500,13-Sep-24,30,15,45
6119,Pune,Pune,Guava,Other,Local,2000,5000,26-Mar-25,35,20,50
6120,Pune,Pune,Guava,Other,Local,1000,4000,8-Jun-25,25,10,40
6121,Pune,Pune,Guava,Other,Local,1500,4000,20-Sep-24,27,15,40
6122,Pune,Pune,Guava,Other,Local,1000,5000,23-Jul-25,30,10,50
6123,Pune,Pune,Guava,Other,Local,2000,4000,24-Sep-24,30,20,40
6124,Pune,Pune,Guava,Other,Local,1000,2500,1-Jan-25,17,10,25
6125,Pune,Pune,Guava,Other,Local,1500,3500,14-Jan-25,25,15,35
6126,Pune,Pune,Guava,Other,Local,1000,3500,7-Mar-25,22,10,35
6127,Pune,Pune,Guava,Other,Local,1500,4000,11-Oct-24,27,15,40
6128,Pune,Pune,Guava,Other,Local,1000,2000,20-Jan-25,15,10,20
6129,Pune,Pune,Guava,Other,Local,1500,3000,20-Dec-24,22,15,30
6130,Pune,Pune,Guava,Other,Local,1000,2000,30-Dec-24,15,10,20
6131,Pune,Pune,Guava,Other,Local,1000,2000,14-Nov-24,15,10,20
6132,Pune,Pune,Guava,Other,Local,1000,2000,5-Nov-24,15,10,20
6133,Pune,Pune,Guava,Other,Local,2000,5000,9-May-25,35,20,50
6134,Pune,Pune,Guava,Other,Local,1000,3000,9-Jan-25,20,10,30
6135,Pune,Pune,Guava,Other,Local,1000,3000,19-Jan-25,20,10,30
6136,Pune,Pune,Guava,Other,Local,1000,2000,3-Nov-24,15,10,20
6137,Pune,Pune,Guava,Other,Local,1500,3500,12-Sep-24,25,15,35
6138,Pune,Pune,Guava,Other,Local,1000,1500,21-Nov-24,12,10,15
6139,Pune,Pune,Guava,Other,Local,1000,4000,11-Nov-24,25,10,40
6140,Pune,Pune,Guava,Other,Local,1500,3500,6-Apr-25,25,15,35
6141,Pune,Pune,Guava,Other,Local,1000,2000,8-Nov-24,15,10,20
6142,Pune,Pune,Guava,Other,Local,2000,5000,12-May-25,35,20,50
6143,Pune,Pune,Guava,Other,Local,1500,3500,5-Sep-24,25,15,35
6144,Pune,Pune,Guava,Other,Local,1500,4500,28-May-25,30,15,45
6145,Pune,Pune,Guava,Other,Local,1500,2000,28-Feb-25,17,15,20
6146,Pune,Pune,Guava,Other,Local,1200,3500,27-Jan-25,23,12,35
6147,Pune,Pune,Guava,Other,Local,1000,3500,15-Oct-24,17,10,35
6148,Pune,Pune,Guava,Other,Local,1000,5000,30-Jan-25,30,10,50
6149,Pune,Pune,Guava,Other,Local,1500,5000,27-Mar-25,27,15,50
6150,Pune,Pune,Guava,Other,Local,1500,5000,15-Sep-24,32,15,50
6151,Pune,Pune,Guava,Other,Local,1000,2500,22-Oct-24,17,10,25
6152,Pune,Pune,Guava,Other,Local,1000,2500,4-Dec-24,17,10,25
6153,Pune,Pune,Guava,Other,Local,1000,3000,20-Oct-24,20,10,30
6154,Pune,Pune,Guava,Other,Local,1500,5000,30-Apr-25,32,15,50
6155,Pune,Pune,Guava,Other,Local,1000,4000,30-Jun-25,25,10,40
6156,Pune,Pune,Guava,Other,Local,1000,3500,4-Apr-25,22,10,35
6157,Pune,Pune,Guava,Other,Local,2000,5000,23-Apr-25,35,20,50
6158,Pune,Pune,Guava,Other,Local,1000,4000,17-Sep-24,25,10,40
6159,Pune,Pune,Guava,Other,Local,2000,5000,19-Jun-25,35,20,50
6160,Pune,Pune,Guava,Other,Local,1000,5000,28-Mar-25,30,10,50
6161,Pune,Pune,Guava,Other,Local,1500,3000,2-Mar-25,22,15,30
6162,Pune,Pune,Guava,Other,Local,1500,5000,11-Jun-25,32,15,50
6163,Pune,Pune,Guava,Other,Local,1000,3500,21-Apr-25,22,10,35
6164,Pune,Pune,Guava,Other,Local,1000,4000,30-May-25,25,10,40
6165,Pune,Pune,Guava,Other,Local,1000,3000,14-Oct-24,20,10,30
6166,Pune,Pune,Guava,Other,Local,1500,3500,24-Feb-25,25,15,35
6167,Pune,Pune,Guava,Other,Local,1000,2500,27-May-25,17,10,25
6168,Pune,Pune,Guava,Other,Local,2000,5000,21-Jul-25,35,20,50
6169,Pune,Pune,Guava,Other,Local,1000,2500,29-Oct-24,17,10,25
6170,Pune,Pune,Guava,Other,Local,1500,2000,11-May-25,17,15,20
6171,Pune,Pune,Guava,Other,Local,1000,2500,20-Mar-25,17,10,25
6172,Pune,Pune,Guava,Other,Local,1500,5000,11-Sep-24,32,15,50
6173,Pune,Pune,Guava,Other,Local,1500,3500,26-Feb-25,25,15,35
6174,Pune,Pune,Guava,Other,Local,1000,2500,23-Jan-25,17,10,25
6175,Pune,Pune,Guava,Other,Local,2000,5000,23-Jun-25,35,20,50
6176,Pune,Pune,Guava,Other,Local,1500,4500,10-Apr-25,30,15,45
6177,Pune,Pune,Guava,Other,Local,1500,5000,6-Jun-25,32,15,50
6178,Pune,Pune,Guava,Other,Local,2000,4500,9-Jul-25,32,20,45
6179,Pune,Pune,Guava,Other,Local,2000,3500,6-Feb-25,27,20,35
6180,Pune,Pune,Guava,Other,Local,1000,2500,18-Dec-24,17,10,25
6181,Pune,Pune,Guava,Other,Local,2000,4000,15-Apr-25,30,20,40
6182,Pune,Pune,Guava,Other,Local,1000,3500,7-Oct-24,22,10,35
6183,Pune,Pune,Guava,Other,Local,2000,4000,28-Jan-25,30,20,40
6184,Pune,Pune,Guava,Other,Local,1500,3500,9-Mar-25,25,15,35
6185,Pune,Pune,Guava,Other,Local,1000,2500,22-Dec-24,17,10,25
6186,Pune,Pune,Guava,Other,Local,1000,4000,3-Sep-24,25,10,40
6187,Pune,Pune,Guava,Other,Local,1500,2500,2-Jan-25,20,15,25
6188,Pune,Pune,Guava,Other,Local,1000,3000,6-Jan-25,20,10,30
6189,Pune,Pune,Guava,Other,Local,1500,5000,24-Jun-25,32,15,50
6190,Pune,Pune,Guava,Other,Local,1000,2000,31-Oct-24,15,10,20
6191,Pune,Pune,Guava,Other,Local,1500,3500,17-Jan-25,25,15,35
6192,Pune,Pune,Guava,Other,Local,1500,4000,21-Feb-25,27,15,40
6193,Pune,Pune,Guava,Other,Local,1000,4000,18-Mar-25,25,10,40
6194,Pune,Pune,Guava,Other,Local,1500,5000,5-Mar-25,32,15,50
6195,Pune,Pune,Guava,Other,Local,1500,4500,17-Jul-25,30,15,45
6196,Pune,Pune,Guava,Other,Local,1000,3500,16-Sep-24,22,10,35
6197,Pune,Pune,Guava,Other,Local,1500,4000,25-Sep-24,27,15,40
6198,Pune,Pune,Guava,Other,Local,1000,2000,4-Nov-24,15,10,20
6199,Pune,Pune,Guava,Other,Local,1000,4000,14-Mar-25,25,10,40
6200,Pune,Pune,Guava,Other,Local,1000,5000,8-May-25,30,10,50
6201,Pune,Pune,Guava,Other,Local,1000,2000,24-Nov-24,15,10,20
6202,Pune,Pune,Guava,Other,Local,2000,5000,20-Jun-25,35,20,50
6203,Pune,Pune,Guava,Other,Local,1000,2500,5-Dec-24,17,10,25
6204,Pune,Pune,Guava,Other,Local,1000,3000,26-Dec-24,20,10,30
6205,Pune,Pune,Guava,Other,Local,1500,5000,10-Jul-25,32,15,50
6206,Pune,Pune,Guava,Other,Local,1500,4500,11-Jul-25,30,15,45
6207,Pune,Pune,Guava,Other,Local,1500,4000,11-Apr-25,27,15,40
6208,Pune,Pune,Guava,Other,Local,1500,4000,9-Oct-24,27,15,40
6209,Pune,Pune,Guava,Other,Local,2000,5000,25-Jul-25,35,20,50
6210,Pune,Pune,Guava,Other,Local,1000,4000,13-Apr-25,25,10,40
6211,Pune,Pune,Guava,Other,Local,1500,4000,18-Jul-25,27,15,40
6212,Pune,Pune,Guava,Other,Local,1500,3000,10-Jan-25,22,15,30
6213,Pune,Pune,Guava,Other,Local,1000,5000,25-Jun-25,30,10,50
6214,Pune,Pune,Guava,Other,Local,1500,4000,12-Mar-25,27,15,40
6215,Pune,Pune,Guava,Other,Local,1500,5000,18-May-25,32,15,50
6216,Pune,Pune,Guava,Other,Local,2000,5000,24-Jul-25,35,20,50
6217,Pune,Pune,Guava,Other,Local,2000,5000,27-Jul-25,35,20,50
6218,Pune,Pune,Guava,Other,Local,1500,5000,13-Mar-25,32,15,50
6219,Pune,Pune,Guava,Other,Local,2000,5000,14-Apr-25,35,20,50
6220,Pune,Pune,Guava,Other,Local,2000,5000,7-Jul-25,35,20,50
6221,Pune,Pune,Guava,Other,Local,2000,5000,3-Jul-25,35,20,50
6222,Pune,Pune,Guava,Other,Local,1000,6000,30-Mar-25,35,10,60
6223,Pune,Pune,Guava,Other,Local,1000,5000,18-Feb-25,30,10,50
6224,Pune,Pune,Guava,Other,Local,1200,5000,23-Feb-25,32,12,50
6225,Pune,Pune,Guava,Other,Local,1500,5000,27-Jun-25,32,15,50
6226,Pune,Pune,Guava,Other,Local,2000,5000,14-Jul-25,35,20,50
6227,Pune,Pune,Guava,Other,Local,1500,3000,1-Oct-24,22,15,30
6228,Pune,Pune,Guava,Other,Local,2000,4000,17-Feb-25,30,20,40
6229,Pune,Pune,Guava,Other,Local,1500,4000,7-May-25,27,15,40
6230,Pune,Pune,Guava,Other,Local,1000,3000,16-Dec-24,20,10,30
6231,Pune,Pune,Guava,Other,Local,2000,4000,20-Feb-25,30,20,40
6232,Pune,Pune,Guava,Other,Local,2000,4000,22-Jul-25,30,20,40
6233,Pune,Pune,Guava,Other,Local,1500,3000,7-Feb-25,22,15,30
6234,Pune,Pune,Guava,Other,Local,1000,4000,3-Oct-24,25,10,40
6235,Pune,Pune,Guava,Other,Local,1000,5000,4-Feb-25,30,10,50
6236,Pune,Pune,Guava,Other,Local,1000,4000,22-Sep-24,25,10,40
6237,Pune,Pune,Guava,Other,Local,1500,6000,25-Mar-25,37,15,60
6238,Pune,Pune,Guava,Other,Local,1500,3000,4-May-25,22,15,30
6239,Pune,Pune,Guava,Other,Local,2000,5000,16-Jun-25,35,20,50
6240,Pune,Pune,Guava,Other,Local,1000,2000,1-Nov-24,15,10,20
6241,Pune,Pune,Guava,Other,Local,1000,3000,29-Dec-24,20,10,30
6242,Pune,Pune,Guava,Other,Local,2000,5000,17-Apr-25,35,20,50
6243,Pune,Pune,Guava,Other,Local,1000,3500,16-Oct-24,22,10,35
6244,Pune,Pune,Guava,Other,Local,1000,5000,5-Feb-25,30,10,50
6245,Pune,Pune,Guava,Other,Local,1000,5000,27-Apr-25,30,10,50
6246,Pune,Pune,Guava,Other,Local,2000,5000,4-Mar-25,35,20,50
6247,Pune,Pune,Guava,Other,Local,2000,5000,24-Apr-25,35,20,50
6248,Pune,Pune,Guava,Other,Local,1000,2500,2-Feb-25,17,10,25
6249,Pune,Pune,Guava,Other,Local,1000,3000,27-Feb-25,20,10,30
6250,Pune,Pune,Guava,Other,Local,1500,4000,29-Jan-25,27,15,40
6251,Pune,Pune,Guava,Other,Local,1000,5000,26-Nov-24,30,10,50
6252,Pune,Pune,Guava,Other,Local,1500,4000,21-May-25,27,15,40
6253,Pune,Pune,Guava,Other,Local,1500,4500,11-Mar-25,30,15,45
6254,Pune,Pune,Guava,Other,Local,1000,3000,2-Oct-24,20,10,30
6255,Pune,Pune,Guava,Other,Local,2000,5000,6-Jul-25,35,20,50
6256,Pune,Pune,Guava,Other,Local,1000,3500,21-Jan-25,22,10,35
6257,Pune,Pune,Guava,Other,Local,2000,5000,5-Jun-25,35,20,50
6258,Pune,Pune,Guava,Other,Local,2000,4000,22-Apr-25,30,20,40
6259,Pune,Pune,Guava,Other,Local,1000,3500,4-Oct-24,22,10,35
6260,Pune,Pune,Guava,Other,Local,1000,5000,16-Mar-25,30,10,50
6261,Pune,Pune,Guava,Other,Local,1000,2500,6-Dec-24,17,10,25
6262,Pune,Pune,Guava,Other,Local,2000,5000,19-Feb-25,35,20,50
6263,Pune,Pune,Guava,Other,Local,1500,3500,19-May-25,25,15,35
6264,Pune,Pune,Guava,Other,Local,1000,4000,3-Jun-25,25,10,40
6265,Pune,Pune,Guava,Other,Local,1500,5000,13-Jul-25,32,15,50
6266,Pune,Pune,Guava,Other,Local,1000,2500,28-Nov-24,17,10,25
6267,Pune,Pune,Guava,Other,Local,1000,5000,20-Apr-25,30,10,50
6268,Pune,Pune,Guava,Other,Local,1000,3000,19-Dec-24,20,10,30
6269,Pune,Pune,Guava,Other,Local,1000,5000,2-Dec-24,30,10,50
6270,Pune,Pune,Guava,Other,Local,2000,3000,22-Jun-25,25,20,30
6271,Pune,Pune,Guava,Other,Local,1000,2500,23-Oct-24,17,10,25
6272,Pune,Pune,Guava,Other,Local,1000,2000,27-Nov-24,15,10,20
6273,Pune,Pune,Guava,Other,Local,1000,5000,8-Jan-25,30,10,50
6274,Pune,Pune,Guava,Other,Local,1000,2500,24-Oct-24,17,10,25
6275,Pune,Pune,Guava,Other,Local,1000,2500,9-Dec-24,17,10,25
6276,Pune,Pune,Guava,Other,Local,1000,2500,12-Dec-24,17,10,25
6277,Pune,Pune,Guava,Other,Local,1000,3000,5-Jan-25,20,10,30
6278,Pune,Pune,Guava,Other,Local,1000,2500,21-Oct-24,17,10,25
6279,Pune,Pune,Guava,Other,Local,1000,3000,7-Jan-25,20,10,30
6280,Pune,Pune,Guava,Other,Local,1000,5000,2-May-25,30,10,50
6281,Pune,Pune,Guava,Other,Local,1000,1200,29-Sep-24,11,10,12
6282,Pune,Pune,Guava,Other,Local,1500,5000,15-May-25,32,15,50
6283,Pune,Pune,Guava,Other,Local,1000,3000,23-Dec-24,20,10,30
6284,Pune,Pune,Guava,Other,Local,1000,2000,7-Nov-24,15,10,20
6285,Pune,Pune,Guava,Other,Local,1500,4500,16-Apr-25,30,15,45
6286,Pune,Pune,Guava,Other,Local,1000,4000,25-May-25,25,10,40
6287,Pune,Pune,Guava,Other,Local,1500,4500,8-Apr-25,30,15,45
6288,Pune,Pune,Guava,Other,Local,2000,5000,1-Jul-25,35,20,50
6289,Pune,Pune,Guava,Other,Local,1500,5000,10-Jun-25,32,15,50
6290,Pune,Pune,Guava,Other,Local,1000,2000,15-Nov-24,15,10,20
6291,Pune,Pune,Guava,Other,Local,1500,2500,27-Oct-24,20,15,25
6292,Pune,Pune,Guava,Other,Local,1000,3000,12-Jan-25,20,10,30
6293,Pune,Pune,Guava,Other,Local,1500,4500,20-Jul-25,30,15,45
6294,Pune,Pune,Guava,Other,Local,1000,3000,25-Dec-24,20,10,30
6295,Pune,Pune,Guava,Other,Local,1500,3500,16-Jan-25,25,15,35
6296,Pune,Pune,Guava,Other,Local,1500,5000,19-Mar-25,32,15,50
6297,Pune,Pune,Guava,Other,Local,1000,3000,3-Jan-25,20,10,30
6298,Pune,Pune,Guava,Other,Local,2000,5000,5-May-25,35,20,50
6299,Pune,Pune,Guava,Other,Local,1000,4000,27-Dec-24,25,10,40
6300,Pune,Pune,Guava,Other,Local,1500,5000,20-May-25,32,15,50
6301,Pune,Pune,Guava,Other,Local,2000,5000,15-Jul-25,35,20,50
6302,Pune,Pune,Guava,Other,Local,1000,4000,6-Oct-24,25,10,40
6303,Pune,Pune,Guava,Other,Local,1000,3000,18-Oct-24,20,10,30
6304,Pune,Pune,Guava,Other,Local,1000,1500,30-Oct-24,12,10,15
6305,Pune,Pune,Guava,Other,Local,2000,5000,28-Apr-25,35,20,50
6306,Pune,Pune,Guava,Other,Local,1000,2500,31-Dec-24,17,10,25
6307,Pune,Pune,Guava,Other,Local,2000,5000,15-Jun-25,35,20,50
6308,Pune,Pune,Guava,Other,Local,1000,2500,25-Nov-24,17,10,25
6309,Pune,Pune,Guava,Other,Local,1000,3000,15-Dec-24,20,10,30
6310,Pune,Pune,Guava,Other,Local,2000,5000,7-Apr-25,35,20,50
6311,Pune,Pune,Guava,Other,Local,2000,5000,18-Jun-25,35,20,50
6312,Pune,Pune,Guava,Other,Local,1500,5000,9-Sep-24,32,15,50
6313,Pune,Pune,Guava,Other,Local,2000,4500,30-Sep-24,32,20,45
6314,Pune,Pune,Guava,Other,Local,2000,4000,31-Mar-25,30,20,40
6315,Pune,Pune,Guava,Other,Local,1500,5000,16-Jul-25,32,15,50
6316,Pune,Pune,Guava,Other,Local,1500,5000,1-Jun-25,32,15,50
6317,Pune,Pune,Guava,Other,Local,1000,2000,12-Nov-24,15,10,20
6318,Pune,Pune,Guava,Other,Local,1000,3000,18-Apr-25,20,10,30
6319,Pune,Pune,Guava,Other,Local,2000,4000,26-Sep-24,30,20,40
6320,Pune,Pune,Guava,Other,Local,1500,4000,23-May-25,27,15,40
6321,Pune,Pune,Guava,Other,Local,1000,5000,3-Apr-25,30,10,50
6322,Pune,Pune,Guava,Other,Local,1000,5000,8-Dec-24,30,10,50
6323,Pune,Pune,Guava,Other,Local,1000,2500,10-Dec-24,17,10,25
6324,Pune,Pune,Guava,Other,Local,1000,5000,17-Mar-25,30,10,50
6325,Pune,Pune,Guava,Other,Local,1000,4000,12-Jun-25,25,10,40
6326,Pune,Pune,Guava,Other,Local,1500,4000,25-Apr-25,27,15,40
6327,Pune,Pune,Guava,Other,Local,2000,5000,26-Jun-25,35,20,50
6328,Pune,Pune,Guava,Other,Local,1500,4500,16-May-25,30,15,45
6329,Pune,Pune,Guava,Other,Local,1500,4000,22-May-25,27,15,40
6330,Pune,Pune,Guava,Other,Local,2000,5000,9-Jun-25,35,20,50
6331,Pune,Pune,Guava,Other,Local,2000,4000,3-Feb-25,30,20,40
6332,Pune,Pune,Guava,Other,Local,2000,5000,21-Mar-25,35,20,50
6333,Pune,Pune,Guava,Other,Local,1500,3000,27-Sep-24,22,15,30
6334,Pune,Pune,Guava,Other,Local,2000,5000,23-Mar-25,35,20,50
6335,Pune,Pune,Guava,Other,Local,1500,3000,31-Jan-25,22,15,30
6336,Pune,Pune,Guava,Other,Local,1500,4500,19-Sep-24,30,15,45
6337,Pune,Pune,Guava,Other,Local,1000,5000,1-Apr-25,30,10,50
6338,Pune,Pune,Guava,Other,Local,1500,5000,14-Feb-25,32,15,50
6339,Pune,Pune,Guava,Other,Local,1500,3500,9-Feb-25,25,15,35
6340,Pune,Pune,Guava,Other,Local,1000,2000,18-Nov-24,15,10,20
6341,Pune,Pune,Guava,Other,Local,1000,2500,3-Mar-25,17,10,25
6342,Pune,Pune,Guava,Other,Local,1000,3000,26-May-25,20,10,30
6343,Pune,Pune,Guava,Other,Local,2000,5000,4-Jun-25,35,20,50
6344,Pune,Pune,Guava,Other,Local,2000,3500,10-Oct-24,27,20,35
6345,Pune,Pune,Guava,Other,Local,1500,2000,6-May-25,17,15,20
6346,Pune,Pune,Guava,Other,Local,2000,6000,29-May-25,40,20,60
6347,Pune,Pune,Guava,Other,Local,1500,5000,13-Jun-25,32,15,50
6348,Pune,Pune,Guava,Other,Local,1000,2500,11-Dec-24,17,10,25
6349,Pune,Pune,Guava,Other,Local,1000,3000,17-Dec-24,20,10,30
6350,Pune,Pune,Guava,Other,Local,1000,1500,10-Nov-24,12,10,15
6351,Pune,Pune,Guava,Other,Local,2000,5000,17-Jun-25,35,20,50
6352,Pune,Pune,Guava,Other,Local,1000,5000,4-Jul-25,30,10,50
6353,Pune,Pune,Guava,Other,Local,1500,3500,10-Sep-24,25,15,35
6354,Pune,Pune,Guava,Other,Local,1000,5000,15-Jan-25,30,10,50
6355,Nashik,Nasik,Onion,Other,FAQ,2250,3600,14-Aug-24,31.5,22.5,36
6356,Nashik,Nasik,Onion,Pole,FAQ,3300,4200,26-Sep-24,38.5,33,42
6357,Nashik,Nasik,Onion,Other,FAQ,3300,4450,9-Oct-24,40,33,44.5
6358,Nashik,Nasik,Onion,Pole,FAQ,900,2000,13-Jan-25,15,9,20
6359,Nashik,Nasik,Onion,Pole,Local,1400,3850,15-Feb-25,29,14,38.5
6360,Nashik,Nasik,Onion,Other,Local,300,1175,18-Apr-25,8.5,3,11.75
6361,Nashik,Nasik,Onion,Other,FAQ,1000,3050,7-Aug-24,26.5,10,30.5
6362,Nashik,Nasik,Onion,Pole,FAQ,1100,2501,20-Jan-25,22.5,11,25.01
6363,Nashik,Nasik,Onion,Pole,FAQ,1100,3600,7-Oct-24,29,11,36
6364,Nashik,Nasik,Onion,Other,Local,450,1851,10-Jul-25,13,4.5,18.51
6365,Nashik,Nasik,Onion,Other,FAQ,1200,3251,8-Aug-24,27.5,12,32.51
6366,Nashik,Nasik,Onion,Pole,FAQ,2300,5001,26-Nov-24,43,23,50.01
6367,Nashik,Nasik,Onion,Other,FAQ,3000,5100,3-Sep-24,42.5,30,51
6368,Nashik,Nasik,Onion,Other,Local,1400,3500,13-Feb-25,26.5,14,35
6369,Nashik,Nasik,Onion,Other,FAQ,3800,4951,21-Sep-24,47,38,49.51
6370,Nashik,Nasik,Onion,Other,Local,350,1500,2-Jun-25,10,3.5,15
6371,Nashik,Nasik,Onion,Other,FAQ,2700,4100,11-Sep-24,37.5,27,41
6372,Nashik,Nasik,Onion,Pole,Local,1250,2611,8-Mar-25,22,12.5,26.11
6373,Nashik,Nasik,Onion,Other,FAQ,1800,3551,10-Aug-24,33.5,18,35.51
6374,Nashik,Nasik,Onion,Pole,FAQ,1000,4800,16-Nov-24,45,10,48
6375,Nashik,Nasik,Onion,Other,FAQ,3200,4250,4-Oct-24,38,32,42.5
6376,Nashik,Nasik,Onion,Other,Local,400,1500,10-May-25,9,4,15
6377,Nashik,Nasik,Onion,Other,FAQ,2300,3600,20-Aug-24,26.5,23,36
6378,Nashik,Nasik,Onion,Pole,FAQ,1611,3500,18-Jan-25,25,16.11,35
6379,Nashik,Nasik,Onion,Other,Local,350,2001,20-Jun-25,13,3.5,20.01
6380,Nashik,Nasik,Onion,Other,Local,350,1451,27-May-25,8,3.5,14.51
6381,Nashik,Nasik,Onion,Other,Local,400,1751,9-Jul-25,12,4,17.51
6382,Nashik,Nasik,Onion,Other,Local,250,1200,24-May-25,7,2.5,12
6383,Nashik,Nasik,Onion,Pole,FAQ,1000,2511,26-Dec-24,19,10,25.11
6384,Nashik,Nasik,Onion,Pole,Local,1100,2851,4-Feb-25,21,11,28.51
6385,Nashik,Nasik,Onion,Pole,FAQ,900,2311,15-Jan-25,15.11,9,23.11
6386,Nashik,Nasik,Onion,Other,FAQ,4600,5600,19-Nov-24,52,46,56
6387,Nashik,Nasik,Onion,Pole,Local,1100,2701,25-Jan-25,22.5,11,27.01
6388,Nashik,Nasik,Onion,Pole,FAQ,1300,3800,17-Oct-24,35,13,38
6389,Nashik,Nasik,Onion,Other,FAQ,3300,3800,29-Aug-24,36,33,38
6390,Nashik,Nasik,Onion,Other,FAQ,4500,6251,9-Nov-24,60,45,62.51
6391,Nashik,Nasik,Onion,Pole,Local,650,1650,14-Mar-25,14,6.5,16.5
6392,Nashik,Nasik,Onion,Pole,FAQ,1000,3900,19-Oct-24,34,10,39
6393,Nashik,Nasik,Onion,Pole,FAQ,1600,3851,24-Oct-24,33,16,38.51
6394,Nashik,Nasik,Onion,Pole,Local,700,2615,6-Feb-25,21.11,7,26.15
6395,Nashik,Nasik,Onion,Other,FAQ,3800,4650,14-Oct-24,42,38,46.5
6396,Nashik,Nasik,Onion,Pole,Local,750,1900,12-Mar-25,16,7.5,19
6397,Nashik,Nasik,Onion,Other,FAQ,3200,4500,19-Oct-24,42,32,45
6398,Nashik,Nasik,Onion,Other,FAQ,4100,6501,8-Nov-24,58,41,65.01
6399,Nashik,Nasik,Onion,Other,FAQ,2350,4500,2-Sep-24,37.5,23.5,45
6400,Nashik,Nasik,Onion,Other,FAQ,3100,5001,16-Sep-24,43,31,50.01
6401,Nashik,Nasik,Onion,Pole,FAQ,1100,2700,11-Jan-25,20.5,11,27
6402,Nashik,Nasik,Onion,Other,FAQ,3000,3500,30-Aug-24,34,30,35
6403,Nashik,Nasik,Onion,Other,FAQ,3600,5000,24-Oct-24,44.75,36,50
6404,Nashik,Nasik,Onion,Other,Local,275,1451,30-May-25,9.5,2.75,14.51
6405,Nashik,Nasik,Onion,Pole,FAQ,1100,2655,6-Jan-25,22.5,11,26.55
6406,Nashik,Nasik,Onion,Other,Local,200,1601,7-Jun-25,11,2,16.01
6407,Nashik,Nasik,Onion,Pole,FAQ,1300,2601,2-Jan-25,22,13,26.01
6408,Nashik,Nasik,Onion,Pole,Local,600,1721,20-Mar-25,13.5,6,17.21
6409,Nashik,Nasik,Onion,Pole,FAQ,1500,3200,5-Oct-24,25,15,32
6410,Nashik,Nasik,Onion,Other,FAQ,2500,4000,27-Aug-24,36.5,25,40
6411,Nashik,Nasik,Onion,Pole,FAQ,1500,4900,10-Dec-24,40,15,49
6412,Nashik,Nasik,Onion,Other,FAQ,2800,4050,9-Sep-24,36,28,40.5
6413,Nashik,Nasik,Onion,Other,Local,400,1450,7-Apr-25,12,4,14.5
6414,Nashik,Nasik,Onion,Other,Local,250,1500,4-Jul-25,8,2.5,15
6415,Nashik,Nasik,Onion,Other,FAQ,2800,3950,26-Aug-24,36.5,28,39.5
6416,Nashik,Nasik,Onion,Other,FAQ,3400,4600,17-Oct-24,42.5,34,46
6417,Nashik,Nasik,Onion,Pole,FAQ,1500,3800,1-Nov-24,31,15,38
6418,Nashik,Nasik,Onion,Other,FAQ,3000,4300,30-Sep-24,38,30,43
6419,Nashik,Nasik,Onion,Pole,Local,1200,2851,5-Mar-25,23.5,12,28.51
6420,Nashik,Nasik,Onion,Pole,Local,1200,2751,29-Jan-25,21,12,27.51
6421,Nashik,Nasik,Onion,Pole,FAQ,2200,4200,28-Oct-24,37.5,22,42
6422,Nashik,Nasik,Onion,Other,Local,500,1550,5-Apr-25,13,5,15.5
6423,Nashik,Nasik,Onion,Other,Local,350,1311,9-May-25,8,3.5,13.11
6424,Nashik,Nasik,Onion,Pole,FAQ,3600,5500,11-Nov-24,48,36,55
6425,Nashik,Nasik,Onion,Pole,FAQ,1050,2500,27-Dec-24,18.5,10.5,25
6426,Nashik,Nasik,Onion,Pole,FAQ,1200,4501,12-Dec-24,35,12,45.01
6427,Nashik,Nasik,Onion,Pole,Local,1250,3400,18-Feb-25,26.5,12.5,34
6428,Nashik,Nasik,Onion,Other,Local,350,1350,5-May-25,8.2,3.5,13.5
6429,Nashik,Nasik,Onion,Other,Local,700,1821,27-Mar-25,15,7,18.21
6430,Nashik,Nasik,Onion,Other,FAQ,3500,4450,16-Oct-24,41,35,44.5
6431,Nashik,Nasik,Onion,Other,Local,320,1251,16-May-25,7.75,3.2,12.51
6432,Nashik,Nasik,Onion,Other,FAQ,3000,4500,21-Oct-24,42.5,30,45
6433,Nashik,Nasik,Onion,Other,Local,450,1350,25-Apr-25,9.5,4.5,13.5
6434,Nashik,Nasik,Onion,Other,Local,650,1751,25-Mar-25,14,6.5,17.51
6435,Nashik,Nasik,Onion,Other,Local,450,1901,23-Jun-25,12.5,4.5,19.01
6436,Nashik,Nasik,Onion,Pole,FAQ,1050,3600,16-Oct-24,31,10.5,36
6437,Nashik,Nasik,Onion,Pole,FAQ,1050,2300,10-Jan-25,18,10.5,23
